価格,占有面積,所在地,バルコニー,沿線・駅,間取り,築年月,地下鉄,市電,ＪＲ,徒歩,バス,停歩
1330,64.08,北海道札幌市南区澄川三条１,-,地下鉄南北線「澄川」徒歩4分,2LDK,1983/12,1,0,0,4,,,
1330,64.08,北海道札幌市南区澄川三条１,6.84,地下鉄南北線「澄川」徒歩5分,2LDK,1983/12,1,0,0,5,,,
1330,64.74,北海道札幌市厚別区厚別南２,7.69,地下鉄東西線「ひばりが丘」徒歩4分,3LDK,1984/3,1,0,0,4,,,
1330,64.08,北海道札幌市南区澄川三条１,6.84,地下鉄南北線「澄川」徒歩5分,2LDK,1983/12,1,0,0,5,,,
1330,64.74,北海道札幌市厚別区厚別南２,7.69,地下鉄東西線「ひばりが丘」徒歩7分,3LDK,1984/3,1,0,0,7,,,
1330,86.65,北海道札幌市南区真駒内柏丘１,8.82,地下鉄南北線「真駒内」バス8分停歩1分,3LDK,1996/11,1,0,0,,8,1,
1330,64.36,北海道札幌市中央区南十九条西１４-１－２０,8.91,札幌市電「ロープウェイ入口」徒歩1分,2LDK,1986/11,0,1,0,1,,,
1330,64.36,北海道札幌市中央区南十九条西１４-1-20,8.91,札幌市電「ロープウェイ入口」徒歩1分,2LDK,1986/11,0,1,0,1,,,
1330,64.74,北海道札幌市厚別区厚別南２,7.69,地下鉄東西線「ひばりが丘」徒歩4分,3LDK,1984/3,1,0,0,4,,,
1330,64.36,北海道札幌市中央区南十九条西１４,8.91,札幌市電「ロープウェイ入口」徒歩1分,2LDK,1986/11,0,1,0,1,,,
1330,64.08,北海道札幌市南区澄川三条１,6.84,地下鉄南北線「澄川」徒歩5分,2LDK,1983/12,1,0,0,5,,,
1330,64.08,北海道札幌市南区澄川三条１-２－１,6.84,地下鉄南北線「澄川」徒歩5分,2LDK,1983/12,1,0,0,5,,,
1330,86.65,北海道札幌市南区真駒内柏丘１,8.82,じょうてつバス「柏丘６丁目」徒歩2分,3LDK,1996/11,0,0,0,2,,,
1330,64.08,北海道札幌市南区澄川三条１,6.84,地下鉄南北線「澄川」徒歩5分,2LDK,1983/12,1,0,0,5,,,
1350,80.01,北海道札幌市白石区菊水元町一条１-1-26,-,地下鉄東西線「菊水」バス13分停歩9分,3LDK,1997/5,1,0,0,,13,9,
1350,78.44,北海道札幌市西区二十四軒四条３,-,地下鉄東西線「琴似」徒歩4分,3LDK,1974/5,1,0,0,4,,,
1350,72.82,北海道札幌市西区八軒五条西１０,7.32,ＪＲ函館本線「発寒中央」徒歩13分,3LDK,1994/3,0,0,1,13,,,
1350,48.81,北海道札幌市中央区南五条東２,4.5,地下鉄東豊線「豊水すすきの」徒歩4分,1LDK,1981/4,1,0,0,4,,,
1350,71.21,北海道札幌市中央区宮の森二条６,5.28,地下鉄東西線「西２８丁目」徒歩7分,3LDK,1973/8,1,0,0,7,,,
1350,61.63,北海道札幌市中央区北五条西１８,10.71,地下鉄東西線「西１８丁目」徒歩11分,3LDK,1983/2,1,0,0,11,,,
1350,55.05,北海道札幌市豊平区豊平一条１,11.89,地下鉄東西線「菊水」徒歩4分,2LDK,1984/10,1,0,0,4,,,
1370,62.73,北海道札幌市中央区南十四条西１３-３－１８,8.94,札幌市電「西線１４条」徒歩4分,3LDK,1998/10,0,1,0,4,,,
1370,62.73,北海道札幌市中央区南十四条西１３,8.94,札幌市電「西線１４条」徒歩4分,3LDK,1998/8,0,1,0,4,,,
1380,60.95,北海道札幌市北区北三十六条西７,-,地下鉄南北線「麻生」徒歩6分,1LDK,1977/9,1,0,0,6,,,
1380,68.06,北海道札幌市豊平区西岡二条２-1-20,5.4,地下鉄南北線「南平岸」バス7分停歩3分,3LDK,1994/4,1,0,0,,7,3,
1380,68.57,北海道札幌市中央区北三条西１４,11.65,地下鉄東西線「西１１丁目」徒歩13分,1LDK,1991/5,1,0,0,13,,,
1380,73.88,北海道札幌市北区屯田六条１,12.99,ＪＲ札沼線「太平」徒歩18分,3LDK,1995/7,0,0,1,18,,,
1380,73.88,北海道札幌市北区屯田六条１,12.99,ＪＲ札沼線「太平」徒歩18分,3LDK,1995/7,0,0,1,18,,,
1380,73.88,北海道札幌市北区屯田六条１-９－３５,12.99,中央バス「北三番橋」徒歩3分,3LDK,1995/7,0,0,0,3,,,
1380,65.37,北海道札幌市白石区本郷通９丁目南3-12,10.11,地下鉄東西線「南郷７丁目」徒歩8分,2LDK,1989/2,1,0,0,8,,,
1380,65.37,北海道札幌市白石区本郷通９丁目南,10.11,地下鉄東西線「南郷７丁目」徒歩10分,2LDK,1989/2,1,0,0,10,,,
1380,73.88,北海道札幌市北区屯田六条１,12.99,中央バス「北三番橋」徒歩3分,3LDK,1995/7,0,0,0,3,,,
1380,73.88,北海道札幌市北区屯田六条１,12.99,ＪＲ札沼線「太平」徒歩18分,3LDK,1995/7,0,0,1,18,,,
1380,76.82,北海道札幌市豊平区月寒東一条１７,10.3,地下鉄東豊線「福住」徒歩18分,2LDK,1992/7,1,0,0,18,,,
1380,65.37,北海道札幌市白石区本郷通９丁目南３－１２,10.11,地下鉄東西線「南郷７丁目」徒歩8分,2LDK,1989/2,1,0,0,8,,,
1380,80.37,北海道札幌市中央区宮の森一条１６-７－３７,6.23,地下鉄東西線「円山公園」バス7分停歩2分,4LDK,1986/10,1,0,0,,7,2,
1380,88.7,北海道札幌市西区発寒五条８,9.27,地下鉄東西線「宮の沢」徒歩8分,4LDK,1980/11,1,0,0,8,,,
1380,77.78,北海道札幌市西区八軒七条西２-３－１,6,ＪＲ札沼線「八軒」徒歩7分,3LDK,1989/3,0,0,1,7,,,
1380,68.06,北海道札幌市豊平区西岡二条２,5.4,地下鉄南北線「南平岸」徒歩19分,3LDK,1994/4,1,0,0,19,,,
1380,93.88,北海道札幌市厚別区青葉町１６,13.08,ＪＲ千歳線「上野幌」徒歩10分,3LDK,1993/1,0,0,1,10,,,
1380,63,北海道札幌市豊平区平岸三条８,6.55,地下鉄南北線「平岸」徒歩1分,2LDK,1974/3,1,0,0,1,,,
1380,65.37,北海道札幌市白石区本郷通９丁目南,10.11,地下鉄東西線「南郷７丁目」徒歩8分,2LDK,1989/2,1,0,0,8,,,
1380,80.18,北海道札幌市中央区南二十七条西１２,13.27,札幌市電「中央図書館前」徒歩10分,3LDK,1989/6,0,1,0,10,,,
1380,69.78,北海道札幌市豊平区平岸六条９,4.82,地下鉄東豊線「美園」徒歩11分,3LDK,1988/8,1,0,0,11,,,
1380,69.78,北海道札幌市豊平区平岸六条９,4.82,地下鉄東豊線「美園」徒歩11分,3LDK,1988/8,1,0,0,11,,,
1380,69.78,北海道札幌市豊平区平岸六条９,4.82,地下鉄東豊線「美園」徒歩11分,3LDK,1988/8,1,0,0,11,,,
1380,71.18,北海道札幌市東区北二十七条東６-１－３８,8.82,地下鉄東豊線「元町」徒歩17分,3LDK,1994/5,1,0,0,17,,,
1380,73.43,北海道札幌市豊平区月寒東二条３,8.57,地下鉄東西線「白石」徒歩14分,3LDK,1993/3,1,0,0,14,,,
1380,63,北海道札幌市豊平区平岸三条８,6.55,地下鉄南北線「平岸」徒歩1分,2LDK,1974/3,1,0,0,1,,,
1380,69.78,北海道札幌市豊平区平岸六条９-２－２５,4.82,地下鉄東豊線「美園」徒歩11分,3LDK,1988/8,1,0,0,11,,,
1380,98.64,北海道札幌市北区あいの里一条６,22.2,ＪＲ札沼線「あいの里教育大」徒歩5分,4LDK,1989/10,0,0,1,5,,,
1380,76.18,北海道札幌市豊平区西岡四条６,10.85,地下鉄東豊線「月寒中央」バス9分停歩3分,3LDK,1990/7,1,0,0,,9,3,
1380,99.72,北海道札幌市厚別区厚別中央一条７,9.72,地下鉄東西線「新さっぽろ」徒歩10分,5LDK,1984/7,1,0,0,10,,,
1380,89.95,北海道札幌市北区新川四条１３-7-20,15.27,地下鉄南北線「麻生」バス19分停歩2分,4LDK,1992/10,1,0,0,,19,2,
1380,69.78,北海道札幌市豊平区平岸六条９,4.82,地下鉄東豊線「美園」徒歩10分,3LDK,1988/8,1,0,0,10,,,
1380,91.39,北海道札幌市手稲区前田五条８-1-1,13.6,ＪＲ函館本線「手稲」徒歩16分,4LDK,1996/5,0,0,1,16,,,
1380,89.76,北海道札幌市厚別区青葉町１６-３,13.08,ＪＲ千歳線「上野幌」徒歩10分,3LDK,1993/1,0,0,1,10,,,
1380,82.1,北海道札幌市東区北三十九条東５-１－５,14.96,地下鉄南北線「北２４条」バス9分停歩4分,4LDK,1995/12,1,0,0,,9,4,
1380,74,北海道札幌市豊平区平岸五条１０,13.95,地下鉄南北線「南平岸」徒歩11分,3LDK,1986/11,1,0,0,11,,,
1380,69.78,北海道札幌市豊平区平岸六条９,4.82,地下鉄東豊線「美園」徒歩11分,3LDK,1988/8,1,0,0,11,,,
1380,47.97,北海道札幌市中央区南一条西１７,6.76,地下鉄東西線「西１８丁目」徒歩3分,2DK,1981/11,1,0,0,3,,,
1380,99.97,北海道札幌市中央区北三条西１２,3.57,地下鉄東西線「西１１丁目」徒歩8分,3LDK,1970/8,1,0,0,8,,,
1380,98.31,北海道札幌市中央区南二十四条西１４-１－３８,11.19,札幌市電「中央図書館前」徒歩4分,4LDK,1986/5,0,1,0,4,,,
1380,88.7,北海道札幌市西区発寒五条８,9.27,地下鉄東西線「宮の沢」徒歩10分,4LDK,1980/11,1,0,0,10,,,
1380,84.79,北海道札幌市手稲区前田五条８,9.53,ＪＲ函館本線「稲積公園」徒歩18分,4LDK,1993/3,0,0,1,18,,,
1380,72.71,北海道札幌市白石区南郷通４丁目北,8.29,地下鉄東西線「南郷７丁目」徒歩7分,3LDK,1985/4,1,0,0,7,,,
1380,97.02,北海道札幌市厚別区大谷地西１,11.55,地下鉄東西線「大谷地」徒歩12分,3LDK,1990/11,1,0,0,12,,,
1380,77.78,北海道札幌市西区八軒七条西２-３－１,6,ＪＲ札沼線「八軒」徒歩7分,3LDK,1989/3,0,0,1,7,,,
1380,68.06,北海道札幌市豊平区西岡二条２,5.4,地下鉄南北線「南平岸」徒歩19分,3LDK,1994/4,1,0,0,19,,,
1380,69.3,北海道札幌市中央区北九条西２３,8.82,地下鉄東西線「二十四軒」徒歩5分,3LDK,1979/7,1,0,0,5,,,
1380,77.78,北海道札幌市西区八軒七条西２,6,ＪＲ札沼線「八軒」徒歩10分,3LDK,1989/3,0,0,1,10,,,
1380,76.87,北海道札幌市西区八軒三条西１,7.18,ＪＲ函館本線「琴似」徒歩8分,3LDK,1980/11,0,0,1,8,,,
1380,69.96,北海道札幌市東区北四十四条東１４,6.52,地下鉄東豊線「栄町」徒歩6分,3LDK,1993/3,1,0,0,6,,,
1380,70.49,北海道札幌市中央区北七条西１２,3.36,ＪＲ函館本線「桑園」徒歩6分,2LDK,1982/11,0,0,1,6,,,
1380,63,北海道札幌市豊平区平岸三条８,6.55,地下鉄南北線「平岸」徒歩1分,2LDK,1974/3,1,0,0,1,,,
1380,73.24,北海道札幌市清田区美しが丘三条５,8.51,地下鉄東豊線「福住」バス18分停歩2分,3LDK,1994/3,1,0,0,,18,2,
1380,69.78,北海道札幌市豊平区平岸六条９,4.82,地下鉄東豊線「美園」徒歩11分,3LDK,1988/8,1,0,0,11,,,
1380,98.64,北海道札幌市北区あいの里一条６,6.6,ＪＲ札沼線「あいの里教育大」徒歩1分,4LDK,1989/10,0,0,1,1,,,
1380,65.37,北海道札幌市白石区本郷通９丁目南,10.11,地下鉄東西線「南郷７丁目」徒歩8分,2LDK,1989/2,1,0,0,8,,,
1380,73.88,北海道札幌市北区屯田六条１-９－３５,12.99,地下鉄南北線「麻生」バス11分停歩3分,3LDK,1995/7,1,0,0,,11,3,
1380,110.81,北海道札幌市南区川沿一条２-１４－３０,12.73,地下鉄南北線「真駒内」バス11分停歩6分,3LDK,1987/9,1,0,0,,11,6,
1380,68.06,北海道札幌市豊平区西岡二条２,5.4,地下鉄南北線「南平岸」バス7分停歩3分,3LDK,1994/4,1,0,0,,7,3,
1380,68.06,北海道札幌市豊平区西岡二条２,5.4,中央バス「西岡2条1丁目」徒歩2分,3LDK,1994/4,0,0,0,2,,,
1380,61.22,北海道札幌市中央区南九条西４-7-1,-,地下鉄南北線「中島公園」徒歩3分,1LDK,1971/10,1,0,0,3,,,
1380,98.31,北海道札幌市中央区南二十四条西１４-362番地46,11.19,札幌市電「中央図書館前」徒歩4分,4LDK,1986/5,0,1,0,4,,,
1380,69.78,北海道札幌市豊平区平岸六条９,4.82,地下鉄東豊線「美園」徒歩11分,3LDK,1988/8,1,0,0,11,,,
1380,77.78,北海道札幌市西区八軒七条西２-3-1,6,ＪＲ札沼線「八軒」徒歩8分,3LDK,1989/3,0,0,1,8,,,
1380,36.72,北海道札幌市中央区南四条西１０-１００４－５,-,札幌市電「中央区役所前」徒歩5分,1LDK,1969/9,0,1,0,5,,,
1380,68.06,北海道札幌市豊平区西岡二条２,5.4,地下鉄南北線「南平岸」徒歩19分,3LDK,1994/4,1,0,0,19,,,
1380,68.06,北海道札幌市豊平区西岡二条２,5.4,地下鉄南北線「南平岸」徒歩20分,3LDK,1994/4,1,0,0,20,,,
1380,82.24,北海道札幌市西区山の手一条５,3.21,ＪＲバス「西高校前」徒歩5分,3LDK,1989/11,0,0,1,5,,,
1380,92.52,北海道札幌市手稲区稲穂三条６,8.09,ＪＲ函館本線「稲穂」徒歩9分,4LDK,1992/12,0,0,1,9,,,
1390,95.65,北海道札幌市北区百合が原９-3-16,-,ＪＲ札沼線「百合が原」徒歩10分,4LDK,1992/2,0,0,1,10,,,
1390,72.56,北海道札幌市豊平区月寒東三条１０-２－５,8.58,地下鉄東豊線「月寒中央」徒歩16分,3LDK,1994/10,1,0,0,16,,,
1390,55.05,北海道札幌市豊平区豊平一条１-1-17,11.89,地下鉄東西線「菊水」徒歩4分,2LDK,1984/10,1,0,0,4,,,
1390,69.6,北海道札幌市白石区本通３丁目北,9,ＪＲ千歳線「白石」徒歩6分,3LDK,1989/9,0,0,1,6,,,
1390,69.3,北海道札幌市中央区南十一条西１,6.75,地下鉄南北線「中島公園」徒歩5分,3LDK,1981/1,1,0,0,5,,,
1390,51.7,北海道札幌市中央区大通西１８,3.68,地下鉄東西線「西１８丁目」徒歩2分,2LDK,1979/12,1,0,0,2,,,
1390,60.89,北海道札幌市中央区北六条西２５,7.79,地下鉄東西線「西２８丁目」徒歩3分,2LDK,1980/6,1,0,0,3,,,
1390,60.89,北海道札幌市中央区北六条西２５,7.79,地下鉄東西線「西２８丁目」徒歩3分,2LDK,1980/6,1,0,0,3,,,
1390,60.89,北海道札幌市中央区北六条西２５,7.79,地下鉄東西線「西２８丁目」徒歩3分,2LDK,1980/6,1,0,0,3,,,
1390,60.89,北海道札幌市中央区北六条西２５-３－３５,7.79,地下鉄東西線「西２８丁目」徒歩3分,2LDK,1980/6,1,0,0,3,,,
1390,60.89,北海道札幌市中央区北六条西２５-３－３５,7.79,地下鉄東西線「西２８丁目」徒歩3分,2LDK,1980/6,1,0,0,3,,,
1390,60.89,北海道札幌市中央区北六条西２５-3-35,7.79,地下鉄東西線「西２８丁目」徒歩3分,2LDK,1980/6,1,0,0,3,,,
1390,60.89,北海道札幌市中央区北六条西２５,7.79,地下鉄東西線「西２８丁目」徒歩3分,2LDK,1980/6,1,0,0,3,,,
1390,95.65,北海道札幌市北区百合が原９,8.56,ＪＲ札沼線「百合が原」徒歩10分,4LDK,1992/2,0,0,1,10,,,
1390,95.65,北海道札幌市北区百合が原９-3-16,8.56,ＪＲ札沼線「百合が原」徒歩10分,4LDK,1992/2,0,0,1,10,,,
1390,60.89,北海道札幌市中央区北六条西２５,7.79,地下鉄東西線「西２８丁目」徒歩3分,2LDK,1980/6,1,0,0,3,,,
1390,60.89,北海道札幌市中央区北六条西２５-3-35,7.79,地下鉄東西線「西２８丁目」徒歩3分,2LDK,1980/6,1,0,0,3,,,
1390,95.65,北海道札幌市北区百合が原９-３－１６,95.65,ＪＲ札沼線「百合が原」徒歩10分,4LDK,1992/2,0,0,1,10,,,
1390,61.6,北海道札幌市中央区宮の森二条２,6.72,地下鉄東西線「西２８丁目」徒歩6分,3LDK,1978/8,1,0,0,6,,,
1390,95.65,北海道札幌市北区百合が原９,8.56,ＪＲ札沼線「百合が原」徒歩10分,4LDK,1992/2,0,0,1,10,,,
1390,60.89,北海道札幌市中央区北六条西２５-３－３５,7.79,地下鉄東西線「西２８丁目」徒歩3分,2LDK,1980/6,1,0,0,3,,,
1390,69.3,北海道札幌市中央区南十一条西１,6.75,地下鉄南北線「中島公園」徒歩5分,3LDK,1981/1,1,0,0,5,,,
1390,60.89,北海道札幌市中央区北六条西２５,7.79,地下鉄東西線「西２８丁目」徒歩5分,2LDK,1980/6,1,0,0,5,,,
1390,61.6,北海道札幌市中央区宮の森二条２-４－１１,6.72,地下鉄東西線「西２８丁目」徒歩6分,3LDK,1978/8,1,0,0,6,,,
1390,61.6,北海道札幌市中央区宮の森二条２,6.72,地下鉄東西線「西２８丁目」徒歩6分,3LDK,1978/8,1,0,0,6,,,
1390,95.65,北海道札幌市北区百合が原９,8.56,ＪＲ札沼線「百合が原」徒歩10分,4LDK,1992/2,0,0,1,10,,,
1390,69.3,北海道札幌市中央区南十一条西１-３－７,6.75,地下鉄南北線「中島公園」徒歩5分,3LDK,1981/1,1,0,0,5,,,
1390,82.89,北海道札幌市西区山の手一条５-5-22,3.21,JRバス「西高前」徒歩4分,3LDK,1989/11,0,0,0,4,,,
1390,60.89,北海道札幌市中央区北六条西２５,7.79,地下鉄東西線「西２８丁目」徒歩3分,2LDK,1980/6,1,0,0,3,,,
1390,60.89,北海道札幌市中央区北六条西２５,7.79,地下鉄東西線「西２８丁目」徒歩3分,2LDK,1980/6,1,0,0,3,,,
1390,55,北海道札幌市北区北二十三条西３,4.44,地下鉄南北線「北２４条」徒歩1分,2LDK,1983/12,1,0,0,1,,,
1390,49.47,北海道札幌市中央区北三条西３０-2-18,3.18,地下鉄東西線「西２８丁目」徒歩6分,2LDK,1984/5,1,0,0,6,,,
1390,95.65,北海道札幌市北区百合が原９-３－１６,8.56,ＪＲ札沼線「百合が原」徒歩10分,4LDK,1992/2,0,0,1,10,,,
1390,61.6,北海道札幌市中央区宮の森二条２,6.72,地下鉄東西線「西２８丁目」徒歩6分,3LDK,1978/8,1,0,0,6,,,
1390,61.6,北海道札幌市中央区宮の森二条２,6.72,地下鉄東西線「西２８丁目」徒歩6分,3LDK,1978/8,1,0,0,6,,,
1390,61.6,北海道札幌市中央区宮の森二条４,6.72,地下鉄東西線「西２８丁目」徒歩6分,3LDK,1978/8,1,0,0,6,,,
1390,72.56,北海道札幌市豊平区月寒東三条１０,8.58,地下鉄東豊線「月寒中央」徒歩16分,3LDK,1994/10,1,0,0,16,,,
1390,61.6,北海道札幌市中央区宮の森二条２,6.72,地下鉄東西線「西２８丁目」徒歩6分,3LDK,1978/8,1,0,0,6,,,
1390,71.97,北海道札幌市豊平区平岸三条１８,8.82,地下鉄南北線「澄川」徒歩4分,3LDK,1982/2,1,0,0,4,,,
1390,61.6,北海道札幌市中央区宮の森二条２,6.72,地下鉄東西線「西２８丁目」徒歩6分,2LDK+S（納戸）,1978/8,1,0,0,6,,,
1390,71.97,北海道札幌市豊平区平岸三条１８,8.82,地下鉄南北線「澄川」徒歩4分,3LDK,1982/2,1,0,0,4,,,
1390,71.97,北海道札幌市豊平区平岸三条１８,8.82,地下鉄南北線「澄川」徒歩4分,3LDK,1982/2,1,0,0,4,,,
1398,64.4,北海道札幌市中央区南二条東６-5,7.73,地下鉄東西線「バスセンター前」徒歩4分,2LDK,1982/7,1,0,0,4,,,
1398,64.4,北海道札幌市中央区南二条東６,7.73,地下鉄東西線「バスセンター前」徒歩3分,2LDK,1982/7,1,0,0,3,,,
1398,98.38,北海道札幌市豊平区月寒東二条１９-５－２６,9.99,地下鉄東豊線「月寒中央」バス10分停歩4分,5LDK,1997/3,1,0,0,,10,4,
1398,64.4,北海道札幌市中央区南二条東６,7.73,地下鉄東西線「バスセンター前」徒歩4分,2LDK,1982/7,1,0,0,4,,,
1398,64.4,北海道札幌市中央区南二条東６,7.73,地下鉄東西線「バスセンター前」徒歩4分,2LDK,1982/7,1,0,0,4,,,
1398,64.4,北海道札幌市中央区南二条東６,7.73,地下鉄東西線「バスセンター前」徒歩3分,2LDK,1982/7,1,0,0,3,,,
1398,70.68,北海道札幌市手稲区星置一条２,12.57,ＪＲ函館本線「星置」徒歩4分,3LDK,1996/9,0,0,1,4,,,
1398,64.4,北海道札幌市中央区南二条東６-５,7.73,地下鉄東西線「バスセンター前」徒歩4分,2LDK,1982/7,1,0,0,4,,,
1398,64.4,北海道札幌市中央区南二条東６,7.73,地下鉄東西線「バスセンター前」徒歩4分,2LDK,1982/7,1,0,0,4,,,
1398,98.38,北海道札幌市豊平区月寒東二条１９,9.99,地下鉄東豊線「月寒中央」バス9分停歩4分,5LDK,1997/3,1,0,0,,9,4,
1420,73.88,北海道札幌市北区屯田六条１,12.99,中央バス「北３番橋」徒歩3分,3LDK,1995/7,0,0,0,3,,,
1420,91.62,北海道札幌市中央区南八条西８,4.94,地下鉄南北線「中島公園」徒歩8分,3LDK,1974/10,1,0,0,8,,,
